"path","fileType","purpose","directBugs","securityRisks","consistencyIssues","deadUnusedPatterns","missingValidation","buildTestRelevance","needsModification","status","skipReason"
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\#TOPICS","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\#URLSTR","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\#URLTBL","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\#WINDOWS","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\$FIftiMain","unknown","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\$OBJINST","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\$WWAssociativeLinks\Property","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\$WWKeywordLinks\BTree","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\$WWKeywordLinks\Data","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\$WWKeywordLinks\Map","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\$WWKeywordLinks\Property","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册.hhc","hhc","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册.hhk","hhk","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\104.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\119.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\内容简介\103.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\SDK信息\121.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\SDK初始化\115.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\SDK初始化\116.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\云台控制\云台控制操作\163.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\回放录像文件时的数据捕获\142.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\回放录像文件时的数据捕获\143.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\回放录像文件时的数据捕获\144.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\定义\145.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\定义\177.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\实时预览\129.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\实时预览\130.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\实时预览数据捕捉\132.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\实时预览数据捕捉\133.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\实时预览数据捕捉\134.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像下载\153.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像下载\154.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像回放时抓图\156.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像文件回放\138.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像文件回放\139.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像文件回放\140.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像文件回放\184.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像文件查找\180.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像文件查找\181.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\录像文件查找\182.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\报警接收\158.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\报警接收\159.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\报警接收\160.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\217.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\初始化\188.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\初始化\189.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\抓图\215.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\197.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\198.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\199.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\200.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\201.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\202.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\203.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\204.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\205.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\206.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\文件操作\191.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\文件操作\192.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\流操作\208.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\流操作\209.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\流操作\210.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\获取播放信息\212.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\获取播放信息\213.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\辅助函数\194.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\文件播放\辅助函数\195.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\易视网函数\179.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\消息回调\118.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\用户注册\126.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\用户注册\127.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\视频抓图\136.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\获取错误信息\151.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\171.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\172.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\173.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\174.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\221.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\222.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\223.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\224.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\远程参数配置\通用参数配置\166.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\远程参数配置\通用参数配置\167.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\预览时声音控制\219.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\接口定义\预览时声音控制\220.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\编程导引\146.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\编程导引\147.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\编程导引\148.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\编程导引\149.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\HISI客户端SDK手册\编程导引\150.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_define_catalog.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_dll_symbol_candidates.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_enum_catalog.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_exhaustive_summary.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_file_manifest.csv","CSV artifact","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_functions_catalog.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_relevant_define_slice.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_relevant_struct_slice.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_semantic_clues.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_struct_catalog.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_text_corpus_paths.txt","txt","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_to_bosscam_field_hits.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\nvr_exhaustive\nvr_token_index.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\nvr_export_coverage_report.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\nvr_hisisdk_h_functions.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_sdk_hits.txt","txt","audit artifact","user-machine path","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\ownership_probe_service.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\ownership_probe_service.out.log","log","audit artifact","user-machine path; old NetSDK stream endpoint review","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\ownership-tests\baseline-a.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\baseline-b.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\flip-after-group.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\flip-before.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\hue-after-__hueLevel__60_.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\hue-after-60.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\hue-before.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\hue-seq-base1.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\hue-seq-base2.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\hue-seq-h60.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\hue-seq-restored.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\mirror-after-group.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\ownership-tests\mirror-before.jpg","jpg","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\sdk-mining\repo_surface_hits.txt","txt","audit artifact","user-machine path; password guessing/default credential review","sensitive credential surface review; dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\sdk_forced_enumeration_results_10.0.0.29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\sdk_forced_field_catalog.json","JSON config/data","audit artifact","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\service-live.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\service-live.log","log","audit artifact","user-machine path; old NetSDK stream endpoint review","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\service-live.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\service.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\service.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\single-bitrate-10.0.0.227.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\single-bitrate-10.0.0.29.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\single-bitrate-10.0.0.4.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\single-bright-10.0.0.227.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\single-bright-10.0.0.29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\single-bright-10.0.0.4.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\single-brightness-29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\single-esee-10.0.0.227.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\single-esee-10.0.0.29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\single-esee-10.0.0.4.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\target-devices-post-discover.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\targeted-topgroup-write-results.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\tmp-read-29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\truth-sweep-report.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\ui\after-operator-refactor.png","png","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\ui\before-operator-refactor.png","png","audit artifact","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"artifacts\ui\MainWindow.refactor.backup.xaml","WPF XAML","audit artifact","","sensitive credential surface review; dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\urllib-network-interface1-results.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\urllib-topgroup-results.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\urllib-video-extended-results.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.227-brightnessLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.227-constantBitRate.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-10.0.0.227-contrastLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.227-frameRate.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-10.0.0.227-saturationLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.227-sharpnessLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.227-upnp.json","JSON config/data","audit artifact","password guessing/default credential review","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-10.0.0.29-brightnessLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.29-constantBitRate.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-10.0.0.29-contrastLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.29-frameRate.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-10.0.0.29-saturationLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.29-sharpnessLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.29-upnp.json","JSON config/data","audit artifact","password guessing/default credential review","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-10.0.0.4-brightnessLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
